country,country_code,continent,population,indicator,daily_count,date,rate_14_day,source
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-01-30,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-01-31,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-01,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-02,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-03,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-04,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-05,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-06,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-07,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-08,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-09,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-10,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-11,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-12,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-13,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-14,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-15,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-16,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-17,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-18,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-19,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-20,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-21,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-22,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-23,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-24,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-25,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-26,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-27,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-28,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-02-29,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-01,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-02,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-03,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-04,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-05,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-06,0,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,1,2020-03-07,0.00376706518198089,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-08,0.00376706518198089,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,1,2020-03-09,0.00753413036396178,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-10,0.00753413036396178,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-11,0.00753413036396178,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-12,0.00753413036396178,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-13,0.00753413036396178,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-14,0.00753413036396178,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,1,2020-03-15,0.0113011955459427,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,1,2020-03-16,0.0150682607279236,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-17,0.0150682607279236,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,6,2020-03-18,0.0376706518198089,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-19,0.0376706518198089,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,4,2020-03-20,0.0527389125477325,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,13,2020-03-21,0.0979436947315032,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-22,0.0979436947315032,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-23,0.0941766295495223,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,29,2020-03-24,0.203421519826968,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,16,2020-03-25,0.263694562738662,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-26,0.263694562738662,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,16,2020-03-27,0.323967605650357,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-28,0.323967605650357,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,11,2020-03-29,0.361638257470166,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-03-30,0.357871192288185,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,43,2020-03-31,0.519854995113363,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,51,2020-04-01,0.689372928302503,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,40,2020-04-02,0.840055535581739,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,38,2020-04-03,0.968135751769089,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,238,2020-04-04,1.81572541771479,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,46,2020-04-05,1.98901041608591,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,95,2020-04-06,2.3468816083741,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,8,2020-04-07,2.2677732395525,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,27,2020-04-08,2.30921095655429,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,45,2020-04-09,2.47872888974343,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-04-10,2.41845584683173,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,73,2020-04-11,2.69345160511634,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,17,2020-04-12,2.71605399620822,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-04-13,2.71605399620822,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-04-14,2.55407019338305,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,35,2020-04-15,2.49379715047135,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-04-16,2.34311454319212,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-04-17,2.19996606627684,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,161,2020-04-18,1.90990204726431,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-04-19,1.73661704889319,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-04-20,1.37874585660501,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,1,2020-04-21,1.35237640033114,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,146,2020-04-22,1.80065715698687,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-04-23,1.63113922379773,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,238,2020-04-24,2.52770073710918,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,2,2020-04-25,2.26023910918854,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,115,2020-04-26,2.62941149702266,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,103,2020-04-27,3.01741921076669,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-04-28,3.01741921076669,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,185,2020-04-29,3.58247898806383,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,26,2020-04-30,3.68042268279533,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-05-01,3.68042268279533,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,237,2020-05-02,3.96671963662588,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,8,2020-05-03,3.99685615808173,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-05-04,3.99685615808173,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,27,2020-05-05,4.09479985281323,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-05-06,3.54480833624402,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,161,2020-05-07,4.15130583054294,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-05-08,3.25474431723149,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-05-09,3.24721018686753,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,9,2020-05-10,2.84790127757755,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,305,2020-05-11,3.60884844433769,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,110,2020-05-12,4.02322561435559,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-05-13,3.32631855568913,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,111,2020-05-14,3.6465190961575,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,154,2020-05-15,4.22664713418256,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,151,2020-05-16,3.9026795285322,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,187,2020-05-17,4.57698419610678,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-05-18,4.57698419610678,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-05-19,4.4752734361933,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,237,2020-05-20,5.36806788432277,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,204,2020-05-21,5.53005168714795,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,555,2020-05-22,7.62077286314734,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,112,2020-05-23,8.0426841635292,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,197,2020-05-24,8.75089241774161,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,293,2020-05-25,8.70568763555784,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,154,2020-05-26,8.871438503565,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,312,2020-05-27,10.046762840343,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-05-28,9.62861860514316,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-05-29,9.0484905671181,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,80,2020-05-30,8.78102893919746,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,468,2020-05-31,9.83957425533409,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-06-01,9.83957425533409,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,493,2020-06-02,11.6967373900507,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,188,2020-06-03,11.5121511961336,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,167,2020-06-04,11.3727697844003,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,37,2020-06-05,9.42143002013421,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,810,2020-06-06,12.0508415171569,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-06-07,11.3087296763066,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,309,2020-06-08,11.3690027192183,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,404,2020-06-09,12.3107690147136,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,369,2020-06-10,12.5254917300865,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,248,2020-06-11,13.4597238952177,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-06-12,13.4597238952177,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,267,2020-06-13,14.1641650842482,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,376,2020-06-14,13.8175950875059,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,292,2020-06-15,14.9175781206443,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-06-16,13.0604149859278,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-06-17,12.3522067317153,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-06-18,11.7231068463245,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,774,2020-06-19,14.4994338854445,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,643,2020-06-20,13.8703340000536,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-06-21,13.8703340000536,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,329,2020-06-22,13.9456753036933,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,282,2020-06-23,13.4860933514916,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,149,2020-06-24,12.6573390114558,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,229,2020-06-25,12.5857647729982,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,322,2020-06-26,13.798759761596,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-06-27,12.7929533580071,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-06-28,11.3765368495823,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-06-29,10.2765538164439,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-06-30,10.2765538164439,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-01,10.2765538164439,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-02,10.2765538164439,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-03,7.36084536559066,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-04,4.93862245357695,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-05,4.93862245357695,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,1119,2020-07-06,7.91460394734185,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,326,2020-07-07,8.08035481534901,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,879,2020-07-08,10.8303123981951,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-09,9.96765447152144,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-10,8.75465948292359,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-11,8.75465948292359,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-12,8.75465948292359,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,257,2020-07-13,9.72279523469268,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-14,9.72279523469268,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-15,9.72279523469268,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-16,9.72279523469268,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,984,2020-07-17,13.4295873737619,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-18,13.4295873737619,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-19,13.4295873737619,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-20,9.21424143512526,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-21,7.98617818579949,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-22,4.67492789083829,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,365,2020-07-23,6.04990668226131,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,186,2020-07-24,6.75058080610976,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-25,6.75058080610976,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-26,6.75058080610976,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-27,5.78244505434067,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-28,5.78244505434067,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-29,5.78244505434067,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,547,2020-07-30,7.84302970888422,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-07-31,4.13623756981502,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-01,4.13623756981502,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-02,4.13623756981502,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-03,4.13623756981502,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-04,4.13623756981502,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,463,2020-08-05,5.88038874907217,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-06,4.50540995764915,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-07,3.8047358338007,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-08,3.8047358338007,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-09,3.8047358338007,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,324,2020-08-10,5.02526495276251,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-11,5.02526495276251,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,171,2020-08-12,5.66943309888124,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,50,2020-08-13,3.79720170343674,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,45,2020-08-14,3.96671963662588,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,161,2020-08-15,4.5732171309248,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-16,4.5732171309248,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-17,4.5732171309248,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,113,2020-08-18,4.99889549648864,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,17,2020-08-19,3.31878442532517,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,25,2020-08-20,3.41296105487469,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,138,2020-08-21,3.93281604998805,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-22,3.93281604998805,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-23,3.93281604998805,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-24,2.71228693102624,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-25,2.71228693102624,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,211,2020-08-26,2.86296953830548,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-27,2.67461627920643,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,169,2020-08-28,3.14173236177206,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-29,2.53523486747314,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-30,2.53523486747314,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-08-31,2.53523486747314,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-09-01,2.1095565019093,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,267,2020-09-02,3.05132279740452,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,51,2020-09-03,3.14926649213603,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,144,2020-09-04,3.17186888322791,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-09-05,3.17186888322791,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-09-06,3.17186888322791,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-09-07,3.17186888322791,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-09-08,3.17186888322791,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-09-09,2.37701812982994,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,244,2020-09-10,3.29618203423328,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,161,2020-09-11,3.26604551277743,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-09-12,3.26604551277743,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-09-13,3.26604551277743,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,158,2020-09-14,3.86124181153041,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,61,2020-09-15,4.09103278763125,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,43,2020-09-16,3.24721018686753,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,32,2020-09-17,3.17563594840989,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,68,2020-09-18,2.88933899457934,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-09-19,2.88933899457934,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,60,2020-09-20,3.1153629054982,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-09-21,3.1153629054982,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,167,2020-09-22,3.74446279088901,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,0,2020-09-23,3.74446279088901,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,92,2020-09-24,3.17186888322791,"Epidemic intelligence, national daily data"
Cameroon,CMR,Africa,26545864,confirmed cases,22,2020-09-25,2.64824682293257,"Epidemic intelligence, national daily data"
